GTID,PID,TID,JOBS,IGNORED_JOBS,EVENTS,IGNORED_EVENTS,TNAME,PNAME,READY_CYCLE_TRANS,RUNNING_CYCLE_TRANS
307249_3,307249,3,0,0,0,2,ptpd_resmgr,proc/boot/ptpd-avb,0,0
417842_1,417842,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
417842_2,417842,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
340019_1,340019,1,20,0,0,64,None_1,proc/boot/nvtimetai,0,0
385076_1,385076,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
385076_2,385076,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
368693_1,368693,1,717,0,0,2169,None_1,proc/boot/io-nvtime2,0,11
368693_2,368693,2,0,0,0,23,None_2,proc/boot/io-nvtime2,0,0
421942_1,421942,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
421942_2,421942,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
618551_1,618551,1,1658,0,0,5040,None_1,proc/boot/devm-sddp,0,50
618551_2,618551,2,0,0,0,1,None_2,proc/boot/devm-sddp,0,0
618551_3,618551,3,0,0,0,1,None_3,proc/boot/devm-sddp,0,0
426040_1,426040,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
426040_2,426040,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
438329_1,438329,1,0,0,0,1,None_1,proc/boot/GicDiag,0,0
438329_2,438329,2,0,0,0,1,None_2,proc/boot/GicDiag,0,0
446522_1,446522,1,0,0,0,1,None_1,proc/boot/plat_safety_monitor,0,0
446522_2,446522,2,0,0,0,1,None_2,proc/boot/plat_safety_monitor,0,0
446522_3,446522,3,0,0,0,1,None_3,proc/boot/plat_safety_monitor,0,0
589883_1,589883,1,95,0,0,688,None_1,proc/boot/nvccp_daemon,0,3
589883_2,589883,2,0,0,0,1,None_2,proc/boot/nvccp_daemon,0,0
589883_4,589883,4,96,0,0,686,None_4,proc/boot/nvccp_daemon,0,3
589883_5,589883,5,97,0,0,696,None_5,proc/boot/nvccp_daemon,0,5
1257532_1,1257532,1,0,0,0,1,None_1,usr/local/driveupdate/bin/dulink_router,0,0
1257532_2,1257532,2,0,0,0,1,None_2,usr/local/driveupdate/bin/dulink_router,0,0
1257532_3,1257532,3,0,0,0,1,None_3,usr/local/driveupdate/bin/dulink_router,0,0
1257532_4,1257532,4,0,0,0,1,None_4,usr/local/driveupdate/bin/dulink_router,0,0
1257532_5,1257532,5,0,0,0,1,None_5,usr/local/driveupdate/bin/dulink_router,0,0
1257532_6,1257532,6,4,0,0,11,None_6,usr/local/driveupdate/bin/dulink_router,0,0
1257532_7,1257532,7,3,0,0,13,None_7,usr/local/driveupdate/bin/dulink_router,0,0
1257532_8,1257532,8,0,0,0,1,None_8,usr/local/driveupdate/bin/dulink_router,0,0
1257532_9,1257532,9,0,0,0,1,None_9,usr/local/driveupdate/bin/dulink_router,0,0
1257532_10,1257532,10,10,0,0,31,None_10,usr/local/driveupdate/bin/dulink_router,0,0
1257532_11,1257532,11,0,0,0,1,None_11,usr/local/driveupdate/bin/dulink_router,0,0
1257532_12,1257532,12,0,0,0,1,None_12,usr/local/driveupdate/bin/dulink_router,0,0
1257532_13,1257532,13,0,0,0,33,None_13,usr/local/driveupdate/bin/dulink_router,0,0
1257532_14,1257532,14,0,0,0,1,None_14,usr/local/driveupdate/bin/dulink_router,0,0
1257532_15,1257532,15,0,0,0,37,None_15,usr/local/driveupdate/bin/dulink_router,0,0
1257532_16,1257532,16,0,0,0,1,None_16,usr/local/driveupdate/bin/dulink_router,0,0
1257532_17,1257532,17,1,0,0,34,None_17,usr/local/driveupdate/bin/dulink_router,0,0
1257532_18,1257532,18,0,0,0,1,None_18,usr/local/driveupdate/bin/dulink_router,0,0
1257532_19,1257532,19,0,0,0,1,None_19,usr/local/driveupdate/bin/dulink_router,0,0
1257532_20,1257532,20,0,0,0,1,None_20,usr/local/driveupdate/bin/dulink_router,0,0
663613_1,663613,1,0,0,0,1,None_1,nvidia_overlay/devc-nvser,0,0
663613_2,663613,2,0,0,0,2,NVSER_Intr_Srv_Thd,nvidia_overlay/devc-nvser,0,0
671806_1,671806,1,0,0,0,1,None_1,proc/boot/ksh,0,0
708671_1,708671,1,49,0,0,197,None_1,nvidia_overlay/devc-pty,0,40
680000_1,680000,1,0,0,0,1,None_1,nvidia_overlay/io-nvsku,0,0
704577_1,704577,1,0,0,0,1,None_1,nvidia_overlay/sshd,0,0
806978_1,806978,1,0,0,0,1,None_1,sbin/fsevmgr,0,0
806978_2,806978,2,10,0,0,22,None_2,sbin/fsevmgr,0,0
806978_3,806978,3,10,0,0,22,None_3,sbin/fsevmgr,0,0
696387_1,696387,1,0,0,0,1,None_1,nvidia_overlay/syslogd,0,0
696387_2,696387,2,0,0,0,1,None_2,nvidia_overlay/syslogd,0,0
696387_3,696387,3,0,0,0,1,None_3,nvidia_overlay/syslogd,0,0
696387_4,696387,4,0,0,0,1,None_4,nvidia_overlay/syslogd,0,0
1318980_1,1318980,1,200,0,0,815,None_1,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_2,1318980,2,0,0,0,2,SignalHandler,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_3,1318980,3,0,0,0,2,IpcStubTransport(someip_adapter_service.0.1.someip_core_internal),opt/csp/bin/csp_someip_adapter_service,0,0
1318980_4,1318980,4,20,0,0,107,dlt_housekeeper,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_5,1318980,5,0,0,0,2,dlt_segmented,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_6,1318980,6,222,0,0,2161,None_6,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_7,1318980,7,0,0,0,2,13ff_shutdown,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_8,1318980,8,21,0,0,161,None_8,opt/csp/bin/csp_someip_adapter_service,0,1
1318980_9,1318980,9,80,0,0,267,None_9,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_10,1318980,10,228,0,0,2326,13ff_io01,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_11,1318980,11,0,0,0,1,None_11,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_12,1318980,12,0,0,0,1,None_12,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_13,1318980,13,0,0,0,1,None_13,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_14,1318980,14,0,0,0,1,None_14,opt/csp/bin/csp_someip_adapter_service,0,0
1318980_15,1318980,15,0,0,0,1,None_15,opt/csp/bin/csp_someip_adapter_service,0,0
1286213_1,1286213,1,0,0,0,1,None_1,bin/on,0,0
999494_1,999494,1,0,0,0,1,None_1,opt/csp/bin/dlt-system,0,0
999494_2,999494,2,19,0,0,103,dlt_housekeeper,opt/csp/bin/dlt-system,0,2
999494_3,999494,3,0,0,0,2,dlt_segmented,opt/csp/bin/dlt-system,0,0
999494_4,999494,4,0,0,0,1,None_4,opt/csp/bin/dlt-system,0,0
733255_1,733255,1,0,0,0,1,None_1,nvidia_overlay/qconn,0,0
733255_2,733255,2,0,0,0,1,None_2,nvidia_overlay/qconn,0,0
995400_1,995400,1,9,0,0,28,None_1,opt/csp/bin/csp_log_manager,0,0
733257_1,733257,1,0,0,0,1,None_1,nvidia_overlay/io-nvbpmpdebugfs-hv,0,0
995402_1,995402,1,36,0,0,152,None_1,opt/csp/bin/dlt-daemon,0,1
995402_2,995402,2,18,0,0,58,None_2,opt/csp/bin/dlt-daemon,0,1
995402_3,995402,3,1176,0,0,19446,None_3,opt/csp/bin/dlt-daemon,0,211
1286219_1,1286219,1,0,0,0,1,None_1,nvidia_overlay/dumper,0,0
1310796_1,1310796,1,0,0,0,1,None_1,usr/local/driveupdate/bin/bootmgr,0,0
1310796_2,1310796,2,0,0,0,1,None_2,usr/local/driveupdate/bin/bootmgr,0,0
1310796_3,1310796,3,0,0,0,1,None_3,usr/local/driveupdate/bin/bootmgr,0,0
1310796_4,1310796,4,0,0,0,1,None_4,usr/local/driveupdate/bin/bootmgr,0,0
1310796_5,1310796,5,0,0,0,1,None_5,usr/local/driveupdate/bin/bootmgr,0,0
1310796_6,1310796,6,0,0,0,1,None_6,usr/local/driveupdate/bin/bootmgr,0,0
1310796_7,1310796,7,10,0,0,30,None_7,usr/local/driveupdate/bin/bootmgr,0,0
1310796_8,1310796,8,0,0,0,33,None_8,usr/local/driveupdate/bin/bootmgr,0,0
1310796_9,1310796,9,0,0,0,1,None_9,usr/local/driveupdate/bin/bootmgr,0,0
1146957_1,1146957,1,0,0,0,1,None_1,opt/csp/bin/nvsocket_dummy_app,0,0
1146957_2,1146957,2,0,0,0,2,nvsock_select,opt/csp/bin/nvsocket_dummy_app,0,0
1146957_3,1146957,3,0,0,0,1,None_3,opt/csp/bin/nvsocket_dummy_app,0,0
1105998_1,1105998,1,0,0,0,1,None_1,proc/boot/devg-nvgpu-igpu,0,0
1105998_2,1105998,2,0,0,0,1,None_2,proc/boot/devg-nvgpu-igpu,0,0
1105998_3,1105998,3,291,0,0,1715,None_3,proc/boot/devg-nvgpu-igpu,0,3
1105998_4,1105998,4,0,0,0,2,nvgpu_sdl_thread,proc/boot/devg-nvgpu-igpu,0,0
1105998_5,1105998,5,0,0,0,2,stall_irq_thread,proc/boot/devg-nvgpu-igpu,0,0
1105998_6,1105998,6,0,0,0,1,None_6,proc/boot/devg-nvgpu-igpu,0,0
1105998_7,1105998,7,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_8,1105998,8,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_9,1105998,9,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_10,1105998,10,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_11,1105998,11,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_12,1105998,12,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_13,1105998,13,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_14,1105998,14,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_15,1105998,15,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1105998_16,1105998,16,0,0,0,2,igpu: pool,proc/boot/devg-nvgpu-igpu,0,0
1318991_1,1318991,1,1872,0,0,7233,None_1,opt/csp/bin/csp_someip_adapter_service,0,4
1318991_2,1318991,2,0,0,0,2,SignalHandler,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_3,1318991,3,999,0,0,3775,IpcStubTransport(someip_adapter_service.0.1.someip_secure),opt/csp/bin/csp_someip_adapter_service,0,0
1318991_4,1318991,4,20,0,0,114,dlt_housekeeper,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_5,1318991,5,0,0,0,2,dlt_segmented,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_6,1318991,6,796,0,0,8419,None_6,opt/csp/bin/csp_someip_adapter_service,0,1
1318991_7,1318991,7,0,0,0,2,13ff_shutdown,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_8,1318991,8,20,0,0,155,None_8,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_9,1318991,9,67,0,0,245,None_9,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_10,1318991,10,744,0,0,8687,13ff_io01,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_11,1318991,11,731,0,0,6399,None_11,opt/csp/bin/csp_someip_adapter_service,0,0
1318991_12,1318991,12,0,0,0,1,None_12,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_1,1318992,1,591,0,0,2936,None_1,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_2,1318992,2,0,0,0,2,SignalHandler,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_3,1318992,3,550,0,0,2505,IpcStubTransport(someip_adapter_service.0.1.someip_exposed),opt/csp/bin/csp_someip_adapter_service,108,29
1318992_4,1318992,4,20,0,0,113,dlt_housekeeper,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_5,1318992,5,0,0,0,2,dlt_segmented,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_6,1318992,6,185,0,0,6821,None_6,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_7,1318992,7,0,0,0,2,13ff_shutdown,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_8,1318992,8,45,0,0,386,None_8,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_9,1318992,9,124,0,0,447,None_9,opt/csp/bin/csp_someip_adapter_service,0,0
1318992_10,1318992,10,178,0,0,7196,13ff_io01,opt/csp/bin/csp_someip_adapter_service,0,0
1130577_1,1130577,1,0,0,0,1,None_1,proc/boot/devg-nvdla,0,0
1130577_2,1130577,2,0,0,0,1,None_2,proc/boot/devg-nvdla,0,0
1130577_3,1130577,3,193,0,0,910,nvdla0: intr,proc/boot/devg-nvdla,0,5
1130577_4,1130577,4,248,0,0,1435,None_4,proc/boot/devg-nvdla,0,9
1130577_5,1130577,5,0,0,0,2,nvdla1: intr,proc/boot/devg-nvdla,0,0
1130577_6,1130577,6,0,0,0,1,None_6,proc/boot/devg-nvdla,0,0
1130577_7,1130577,7,239,0,0,1747,nvdla: pool,proc/boot/devg-nvdla,0,264
1130577_8,1130577,8,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_9,1130577,9,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_10,1130577,10,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_11,1130577,11,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_12,1130577,12,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_13,1130577,13,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_14,1130577,14,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_15,1130577,15,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1130577_16,1130577,16,0,0,0,2,nvdla: pool,proc/boot/devg-nvdla,0,0
1163346_1,1163346,1,0,0,0,1,None_1,proc/boot/devg-nvpva,0,0
1163346_2,1163346,2,0,0,0,1,None_2,proc/boot/devg-nvpva,0,0
1163346_3,1163346,3,0,0,0,1,None_3,proc/boot/devg-nvpva,0,0
1163346_4,1163346,4,0,0,0,1,None_4,proc/boot/devg-nvpva,0,0
1163346_5,1163346,5,0,0,0,2,pva0 intr,proc/boot/devg-nvpva,0,0
1163346_6,1163346,6,0,0,0,1,None_6,proc/boot/devg-nvpva,0,0
1163346_7,1163346,7,0,0,0,2,pva1 intr,proc/boot/devg-nvpva,0,0
1163346_8,1163346,8,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_9,1163346,9,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_10,1163346,10,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_11,1163346,11,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_12,1163346,12,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_13,1163346,13,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_14,1163346,14,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_15,1163346,15,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_16,1163346,16,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1163346_17,1163346,17,0,0,0,2,nvpva: pool,proc/boot/devg-nvpva,0,0
1155155_1,1155155,1,0,0,0,1,None_1,proc/boot/nvpva-fw-loader,0,0
1155155_2,1155155,2,0,0,0,1,None_2,proc/boot/nvpva-fw-loader,0,0
1155155_3,1155155,3,0,0,0,1,None_3,proc/boot/nvpva-fw-loader,0,0
1155155_4,1155155,4,0,0,0,1,None_4,proc/boot/nvpva-fw-loader,0,0
1167444_1,1167444,1,0,0,0,1,None_1,proc/boot/nvdla_daemon,0,0
1167444_2,1167444,2,0,0,0,1,None_2,proc/boot/nvdla_daemon,0,0
1167444_3,1167444,3,0,0,0,1,None_3,proc/boot/nvdla_daemon,0,0
1318997_1,1318997,1,2,0,0,9,None_1,opt/csp/bin/fault_manager,0,0
1318997_2,1318997,2,0,0,0,2,SignalHandler,opt/csp/bin/fault_manager,0,0
1318997_3,1318997,3,0,0,0,2,IpcPulseRouter,opt/csp/bin/fault_manager,0,0
1318998_1,1318998,1,51,0,0,149,None_1,opt/csp/bin/uds_diagnostic_server,0,6
1318998_2,1318998,2,0,0,0,2,SignalHandler,opt/csp/bin/uds_diagnostic_server,0,0
1318998_3,1318998,3,0,0,0,2,IpcStubTransport(platform_misc_communication.0.1.uds_diagnostic_server),opt/csp/bin/uds_diagnostic_server,0,0
1318998_4,1318998,4,0,0,0,2,IpcPulseRouter,opt/csp/bin/uds_diagnostic_server,0,0
1318998_5,1318998,5,0,0,0,2,SusDecompressQueue,opt/csp/bin/uds_diagnostic_server,0,0
1318998_6,1318998,6,0,0,0,2,SusDeserializeQueue,opt/csp/bin/uds_diagnostic_server,0,0
1318998_7,1318998,7,0,0,0,2,SusUdsRequestQueue,opt/csp/bin/uds_diagnostic_server,0,0
1318998_8,1318998,8,0,0,0,1,None_8,opt/csp/bin/uds_diagnostic_server,0,0
1318998_9,1318998,9,0,0,0,1,None_9,opt/csp/bin/uds_diagnostic_server,0,0
1318998_10,1318998,10,0,0,0,1,None_10,opt/csp/bin/uds_diagnostic_server,0,0
1318998_11,1318998,11,0,0,0,1,None_11,opt/csp/bin/uds_diagnostic_server,0,0
1318998_12,1318998,12,0,0,0,1,None_12,opt/csp/bin/uds_diagnostic_server,0,0
1318998_13,1318998,13,10,0,0,30,None_13,opt/csp/bin/uds_diagnostic_server,0,2
1318998_14,1318998,14,0,0,0,33,None_14,opt/csp/bin/uds_diagnostic_server,0,0
1318998_15,1318998,15,0,0,0,1,None_15,opt/csp/bin/uds_diagnostic_server,0,0
1318998_16,1318998,16,0,0,0,1,None_16,opt/csp/bin/uds_diagnostic_server,0,0
1318998_17,1318998,17,0,0,0,1,None_17,opt/csp/bin/uds_diagnostic_server,0,0
1318998_18,1318998,18,4,0,0,12,None_18,opt/csp/bin/uds_diagnostic_server,0,0
1318998_19,1318998,19,0,0,0,1,None_19,opt/csp/bin/uds_diagnostic_server,0,0
1318999_1,1318999,1,0,0,0,1,None_1,opt/csp/bin/lpa_agent,0,0
1318999_2,1318999,2,0,0,0,2,SignalHandler,opt/csp/bin/lpa_agent,0,0
1318999_3,1318999,3,0,0,0,2,IpcStubTransport(lpa_wakeup_timer.0.1.lpa_agent),opt/csp/bin/lpa_agent,0,0
1318999_4,1318999,4,0,0,0,2,IpcStubTransport(lpa_fault_manager.0.1.lpa_agent),opt/csp/bin/lpa_agent,0,0
1318999_5,1318999,5,0,0,0,1,None_5,opt/csp/bin/lpa_agent,0,0
1319000_1,1319000,1,0,0,0,1,None_1,opt/csp/bin/tester_prioritizer,0,0
1319000_2,1319000,2,0,0,0,2,SignalHandler,opt/csp/bin/tester_prioritizer,0,0
1319000_3,1319000,3,30,0,0,168,None_3,opt/csp/bin/tester_prioritizer,0,3
1319001_1,1319001,1,3,0,0,10,None_1,opt/csp/bin/uds_tester_handler,0,1
1319001_2,1319001,2,0,0,0,2,SignalHandler,opt/csp/bin/uds_tester_handler,0,0
1319001_3,1319001,3,0,0,0,2,IpcStubTransport(uds_tester_connection_state.0.1.uds_tester_handler),opt/csp/bin/uds_tester_handler,0,0
1319001_4,1319001,4,0,0,0,2,IpcPulseRouter,opt/csp/bin/uds_tester_handler,0,0
1319001_5,1319001,5,0,0,0,2,IpcStubTransport(uds_ecu_connection_state.0.1.uds_tester_handler),opt/csp/bin/uds_tester_handler,0,0
1319001_6,1319001,6,161,0,0,1365,None_6,opt/csp/bin/uds_tester_handler,0,1
1319002_1,1319002,1,0,0,0,1,None_1,opt/csp/bin/secure_storage,0,0
1319002_2,1319002,2,0,0,0,2,SignalHandler,opt/csp/bin/secure_storage,0,0
1319002_3,1319002,3,0,0,0,2,IpcStubTransport(key_provisioning.0.1.default),opt/csp/bin/secure_storage,0,0
1319003_1,1319003,1,0,0,0,1,None_1,opt/csp/bin/security_logger,0,0
1319003_2,1319003,2,0,0,0,2,SignalHandler,opt/csp/bin/security_logger,0,0
1319003_3,1319003,3,0,0,0,1,None_3,opt/csp/bin/security_logger,0,0
1319004_1,1319004,1,0,0,0,1,None_1,opt/csp/bin/hpa_activation_manager,0,0
1319004_2,1319004,2,0,0,0,2,SignalHandler,opt/csp/bin/hpa_activation_manager,0,0
1319004_3,1319004,3,0,0,0,2,IpcPulseRouter,opt/csp/bin/hpa_activation_manager,0,0
1319004_4,1319004,4,0,0,0,2,IpcStubTransport(am_info_api.0.1.am_info_api),opt/csp/bin/hpa_activation_manager,0,0
1319005_1,1319005,1,0,0,0,1,None_1,opt/apps/bin/carconfig_server,0,0
1319005_2,1319005,2,0,0,0,2,IpcStubTransport(carconfig.0.4.carconfig_default),opt/apps/bin/carconfig_server,0,0
1319005_3,1319005,3,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.uds_did_carconfig_monitor),opt/apps/bin/carconfig_server,0,0
1319005_4,1319005,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/carconfig_server,0,0
1319005_5,1319005,5,0,0,0,2,SignalHandler,opt/apps/bin/carconfig_server,0,0
4005982_1,4005982,1,3599,0,0,11297,None_1,nvidia_overlay/top,0,91
1319007_1,1319007,1,2658,0,0,11378,None_1,opt/apps/bin/deviceadmin_server,0,6
1319007_2,1319007,2,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.did_deviceadmin_info),opt/apps/bin/deviceadmin_server,0,0
1319007_3,1319007,3,8,0,0,26,IpcPulseRouter,opt/apps/bin/deviceadmin_server,0,0
1319007_4,1319007,4,10,0,0,35,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_5,1319007,5,10,0,0,34,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_6,1319007,6,833,0,0,3763,SignalComm,opt/apps/bin/deviceadmin_server,0,2
1319007_7,1319007,7,200,0,0,919,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_8,1319007,8,10,0,0,32,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_9,1319007,9,10,0,0,34,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_10,1319007,10,143,0,0,676,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_11,1319007,11,10,0,0,38,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_12,1319007,12,855,0,0,4001,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_13,1319007,13,10,0,0,36,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_14,1319007,14,249,0,0,1121,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_15,1319007,15,10,0,0,36,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_16,1319007,16,143,0,0,652,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_17,1319007,17,10,0,0,32,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_18,1319007,18,0,0,0,2,SignalHandler,opt/apps/bin/deviceadmin_server,0,0
1319007_19,1319007,19,0,0,0,2,IpcStubTransport(deviceadmin.2.8.deviceadmin_default),opt/apps/bin/deviceadmin_server,0,0
1319007_20,1319007,20,471,0,0,2191,SignalComm,opt/apps/bin/deviceadmin_server,0,1
1319007_21,1319007,21,200,0,0,850,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_22,1319007,22,200,0,0,988,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_23,1319007,23,182,0,0,812,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_24,1319007,24,10,0,0,36,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_25,1319007,25,111,0,0,488,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_26,1319007,26,10,0,0,32,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_27,1319007,27,839,0,0,3803,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_28,1319007,28,821,0,0,3829,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319007_29,1319007,29,10,0,0,36,SignalComm,opt/apps/bin/deviceadmin_server,0,0
1319008_1,1319008,1,0,0,0,1,None_1,opt/apps/bin/diagnostic_wake_up_agent,0,0
1319008_2,1319008,2,0,0,0,2,SignalHandler,opt/apps/bin/diagnostic_wake_up_agent,0,0
1319008_3,1319008,3,0,0,0,2,IpcPulseRouter,opt/apps/bin/diagnostic_wake_up_agent,0,0
1319009_1,1319009,1,60,0,0,180,None_1,opt/csp/bin/csp_device_proxy_container,0,0
1319009_2,1319009,2,0,0,0,2,nvsock_select,opt/csp/bin/csp_device_proxy_container,0,0
1319009_3,1319009,3,0,0,0,1,None_3,opt/csp/bin/csp_device_proxy_container,0,0
1319009_4,1319009,4,0,0,0,2,SignalHandler,opt/csp/bin/csp_device_proxy_container,0,0
1319009_5,1319009,5,1852,0,0,5508,DP_Shared_TX,opt/csp/bin/csp_device_proxy_container,0,0
1319009_6,1319009,6,862,0,0,2598,DP_Shared_RX,opt/csp/bin/csp_device_proxy_container,0,0
1319009_7,1319009,7,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_8,1319009,8,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.GCCC:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319009_9,1319009,9,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_10,1319009,10,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_11,1319009,11,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.TCA:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319009_12,1319009,12,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.WPC:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319009_13,1319009,13,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_14,1319009,14,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.ETCM:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319009_15,1319009,15,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_16,1319009,16,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.DHUH:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319009_17,1319009,17,20,0,0,62,DP_SignalCodec,opt/csp/bin/csp_device_proxy_container,0,0
1319009_18,1319009,18,0,0,0,2,IpcStubTransport(deviceproxyadministration.0.1.GHCA:EXPOSED1CAN),opt/csp/bin/csp_device_proxy_container,0,0
1319010_1,1319010,1,10,0,0,35,None_1,opt/apps/bin/mountedeculist_server,0,0
1319010_2,1319010,2,0,0,0,2,IpcStubTransport(mountedeculist.0.2.mountedeculist_default),opt/apps/bin/mountedeculist_server,0,0
1319010_3,1319010,3,0,0,0,2,IpcStubTransport(uds_did_communication.2.0.uds_did_mountedeculist_monitor),opt/apps/bin/mountedeculist_server,0,0
1319010_4,1319010,4,0,0,0,2,IpcPulseRouter,opt/apps/bin/mountedeculist_server,0,0
1319010_5,1319010,5,0,0,0,2,SignalHandler,opt/apps/bin/mountedeculist_server,0,0
1319011_1,1319011,1,2,0,0,8,None_1,opt/apps/bin/pdbox_power_coordinator,0,0
